,Unnamed: 0,data,job_scaling,data_scaling,transfer_size_worst,transfer_time_worst,transfer_size_opt,transfer_time_opt,transfer_size_improvement,transfer_time_improvement
204,204,data/2w_01-05-2019,6,512,5553753363591680,206921918.1099472,5340762926724608,133240902.23197788,3.8350719400569218,35.60812530203745
205,205,data/2w_01-05-2019,7,32,400513758375232,15669591.199103482,386853379438880,9936984.194605498,3.4107140268459664,36.584279268408544
206,206,data/2w_01-05-2019,7,64,782375841201152,29845339.01016704,753348372635200,18981510.722386967,3.7101693377171805,36.40041845086507
207,207,data/2w_01-05-2019,7,128,1590441670348544,60443095.86030733,1529908242273920,38357441.36482119,3.8060765888608885,36.539581868091695
208,208,data/2w_01-05-2019,7,256,3171630992868864,117806329.92222507,3063408536577792,76611134.6111665,3.41220200377663,34.96857540529049
209,209,data/2w_01-05-2019,7,512,6310030758155776,232948608.28596628,6062694686433280,151378629.53206107,3.919728464125341,35.01629795262413
210,210,data/2w_01-05-2019,8,32,437783449065024,17094840.78190699,418869554532000,10771141.888076058,4.320376792091726,36.99185604889559
211,211,data/2w_01-05-2019,8,64,881958846232192,33674274.07443337,845898948029632,21225327.897864968,4.088614605614667,36.968714304134195
212,212,data/2w_01-05-2019,8,128,1745120591180672,65420717.05068646,1681074226245760,42124620.20379133,3.6700251695260233,35.60966295867081
213,213,data/2w_01-05-2019,8,256,3486474668021760,131437236.7925018,3352599307111680,83678362.90366866,3.839848949369864,36.33587790972009
214,214,data/2w_01-05-2019,8,512,7121886671416832,271411127.48970217,6865726734181888,170630282.94295987,3.596798840720438,37.13217121157499
215,215,data/2w_01-05-2019,9,32,482501356295200,18778429.166665386,462483547789184,11874099.501381954,4.148756940233111,36.76734408402852
216,216,data/2w_01-05-2019,9,64,967200678959040,37032530.45668627,928051094975168,23244338.93798605,4.047720895523684,37.23264748226447
217,217,data/2w_01-05-2019,9,128,1919372911293184,73240861.60693489,1846414698543616,46050778.08118168,3.801148402183719,37.12419942801258
218,218,data/2w_01-05-2019,9,256,3895319057997056,146082722.89055374,3731243683766016,93306242.86938795,4.212116434832076,36.127804148822115
219,219,data/2w_01-05-2019,9,512,7790310863404032,296370824.1916289,7463351213809152,185556237.5511524,4.197003885054372,37.390518092572236
220,220,data/2w_01-05-2019,10,32,527457054786112,20675776.144488957,505011898693920,12919523.225324918,4.255352334095463,37.51372071820112
221,221,data/2w_01-05-2019,10,64,1052631677398080,40684152.96460068,1014195035586368,25450023.541109234,3.651480630596317,37.44487303630649
222,222,data/2w_01-05-2019,10,128,2099920410199168,80054808.04042758,2017191786982272,50333680.6740865,3.939607559176472,37.1259741842513
223,223,data/2w_01-05-2019,10,256,4130040114844416,155971161.57049137,3966387244976128,98994187.702047,3.962500734074662,36.53045428060978
224,224,data/2w_01-05-2019,10,512,8307533234874368,313961216.1579087,7955725734074880,198035294.5451834,4.2348010035352965,36.923643955570505
